GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,HOME_TEAM_WINS
2013-12-05,21300277,Nets,Knicks,2013,83,0.397,0.677,0.25,11,35,0
2013-12-05,21300278,Grizzlies,Clippers,2013,81,0.377,0.769,0.231,16,38,0
2013-12-05,21300279,Bulls,Heat,2013,107,0.5,0.719,0.526,24,49,1
2013-12-04,21300269,Cavaliers,Nuggets,2013,98,0.407,0.792,0.357,20,58,1
2013-12-04,21300270,Hawks,Clippers,2013,107,0.512,0.688,0.522,28,40,1
2013-12-04,21300271,Rockets,Suns,2013,88,0.352,0.895,0.29,13,54,0
2013-12-04,21300272,Bucks,Pistons,2013,98,0.396,0.773,0.333,25,43,0
2013-12-04,21300273,Pelicans,Mavericks,2013,97,0.404,0.933,0.318,21,58,0
2013-12-04,21300274,Jazz,Pacers,2013,86,0.413,0.889,0.364,21,40,0
2013-12-04,21300276,Trail Blazers,Thunder,2013,111,0.449,0.882,0.348,22,47,1
2013-12-03,21300261,76ers,Magic,2013,126,0.479,0.697,0.379,20,56,1
2013-12-03,21300262,Celtics,Bucks,2013,108,0.494,0.778,0.458,20,40,1
2013-12-03,21300263,Nets,Nuggets,2013,87,0.4,0.735,0.125,15,37,0
2013-12-03,21300264,Heat,Pistons,2013,97,0.439,0.696,0.321,19,34,0
2013-12-03,21300265,Grizzlies,Suns,2013,110,0.548,0.619,0.357,26,43,1
2013-12-03,21300266,Mavericks,Hornets,2013,89,0.402,0.882,0.381,16,45,1
2013-12-03,21300267,Kings,Thunder,2013,95,0.393,0.789,0.345,24,41,0
2013-12-03,21300268,Warriors,Raptors,2013,112,0.506,0.8,0.414,27,36,1
2013-12-02,21300256,Wizards,Magic,2013,98,0.452,0.793,0.692,21,42,1
2013-12-02,21300257,Bulls,Pelicans,2013,128,0.475,0.706,0.348,34,55,0
2013-12-02,21300258,Spurs,Hawks,2013,102,0.538,0.706,0.333,27,48,1
2013-12-02,21300259,Jazz,Rockets,2013,109,0.544,0.813,0.588,20,39,1
2013-12-02,21300260,Trail Blazers,Pacers,2013,106,0.474,0.879,0.385,17,40,1
2013-12-01,21300248,Raptors,Nuggets,2013,98,0.402,0.769,0.364,18,42,0
2013-12-01,21300249,Clippers,Pacers,2013,100,0.439,0.774,0.267,19,41,0
2013-12-01,21300250,Pistons,76ers,2013,115,0.461,0.59,0.357,26,57,1
2013-12-01,21300251,Kings,Warriors,2013,113,0.526,0.857,0.474,22,39,0
2013-12-01,21300252,Heat,Hornets,2013,99,0.522,0.76,0.444,19,34,1
2013-12-01,21300253,Thunder,Timberwolves,2013,113,0.563,0.667,0.474,26,43,1
2013-12-01,21300254,Knicks,Pelicans,2013,99,0.447,0.857,0.371,23,42,0
2013-12-01,21300255,Lakers,Trail Blazers,2013,108,0.46,0.783,0.357,25,41,0
2013-11-30,21300241,Wizards,Hawks,2013,108,0.487,0.667,0.5,24,38,1
2013-11-30,21300242,Cavaliers,Bulls,2013,97,0.474,0.842,0.467,20,41,1
2013-11-30,21300243,Grizzlies,Nets,2013,88,0.468,0.75,0.467,20,33,0
2013-11-30,21300244,Mavericks,Timberwolves,2013,106,0.489,0.818,0.292,29,37,0
2013-11-30,21300245,Spurs,Rockets,2013,106,0.484,0.692,0.346,27,33,0
2013-11-30,21300246,Suns,Jazz,2013,104,0.474,0.72,0.444,17,35,0
2013-11-30,21300247,Bucks,Celtics,2013,92,0.462,0.6,0.471,28,49,1
2013-11-29,21300228,Hornets,Bucks,2013,92,0.443,0.613,0.2,20,54,1
2013-11-29,21300229,Magic,Spurs,2013,91,0.436,0.933,0.474,20,28,0
2013-11-29,21300230,Raptors,Heat,2013,83,0.384,0.594,0.267,16,43,0
2013-11-29,21300231,Hawks,Mavericks,2013,88,0.425,0.767,0.2,19,43,1
2013-11-29,21300232,Celtics,Cavaliers,2013,103,0.5,0.615,0.478,26,47,1
2013-11-29,21300233,Pistons,Lakers,2013,102,0.44,0.52,0.125,25,55,0
2013-11-29,21300234,Rockets,Nets,2013,114,0.527,0.85,0.594,31,41,1
2013-11-29,21300235,Thunder,Warriors,2013,113,0.391,0.833,0.333,16,53,1
2013-11-29,21300236,Pacers,Wizards,2013,93,0.447,0.8,0.409,27,49,1
2013-11-29,21300237,76ers,Pelicans,2013,105,0.457,0.429,0.387,28,49,0
2013-11-29,21300238,Nuggets,Knicks,2013,97,0.437,0.765,0.375,19,44,1
2013-11-29,21300239,Jazz,Suns,2013,101,0.482,0.8,0.25,21,39,0
2013-11-29,21300240,Kings,Clippers,2013,98,0.462,0.8,0.261,24,44,0
2013-11-27,21300215,Hornets,Pacers,2013,74,0.313,0.679,0.333,13,43,0
2013-11-27,21300216,Magic,76ers,2013,105,0.524,0.714,0.211,22,45,1
2013-11-27,21300217,Celtics,Grizzlies,2013,93,0.427,0.769,0.35,14,46,0
2013-11-27,21300218,Nets,Lakers,2013,94,0.373,0.808,0.367,21,44,0
2013-11-27,21300219,Cavaliers,Heat,2013,84,0.349,0.667,0.357,19,47,0
2013-11-27,21300220,Pistons,Bulls,2013,79,0.442,0.474,0.167,12,38,0
2013-11-27,21300221,Rockets,Hawks,2013,113,0.551,0.619,0.519,25,42,1
2013-11-27,21300222,Bucks,Wizards,2013,92,0.435,0.8,0.4,26,44,0
2013-11-27,21300223,Timberwolves,Nuggets,2013,110,0.455,0.893,0.25,19,46,0
2013-11-27,21300224,Thunder,Spurs,2013,94,0.464,0.8,0.267,24,51,1
2013-11-27,21300225,Mavericks,Warriors,2013,103,0.444,0.8,0.389,27,43,1
2013-11-27,21300226,Suns,Trail Blazers,2013,120,0.519,0.839,0.417,22,43,1
2013-11-27,21300227,Clippers,Knicks,2013,93,0.432,0.742,0.24,17,42,1
2013-11-26,21300211,Raptors,Nets,2013,100,0.436,0.955,0.423,18,34,0
2013-11-26,21300212,Wizards,Lakers,2013,116,0.529,0.818,0.286,25,42,1
2013-11-26,21300213,Hawks,Magic,2013,92,0.411,0.852,0.409,22,35,0
2013-11-26,21300214,Pelicans,Warriors,2013,101,0.471,0.769,0.474,22,47,0
2013-11-25,21300202,Hornets,Celtics,2013,86,0.446,0.85,0.333,17,37,0
2013-11-25,21300203,Pacers,Timberwolves,2013,98,0.5,0.588,0.533,19,45,1
2013-11-25,21300204,Pistons,Bucks,2013,113,0.538,0.652,0.414,28,37,1
2013-11-25,21300205,Heat,Suns,2013,107,0.494,0.917,0.318,20,38,1
2013-11-25,21300206,Grizzlies,Rockets,2013,86,0.415,0.778,0.308,22,35,0
2013-11-25,21300207,Mavericks,Nuggets,2013,96,0.463,0.789,0.263,18,36,0
2013-11-25,21300208,Spurs,Pelicans,2013,112,0.543,0.737,0.4,30,45,1
2013-11-25,21300209,Jazz,Bulls,2013,89,0.388,0.842,0.412,22,45,1
2013-11-25,21300210,Trail Blazers,Knicks,2013,102,0.44,0.864,0.36,19,46,1
2013-11-24,21300197,Nets,Pistons,2013,97,0.455,0.722,0.538,23,35,0
2013-11-24,21300198,Clippers,Bulls,2013,121,0.585,0.895,0.381,32,44,1
2013-11-24,21300199,Magic,Suns,2013,96,0.464,0.857,0.286,24,41,0
2013-11-24,21300200,Thunder,Jazz,2013,95,0.507,0.818,0.417,24,46,1
2013-11-24,21300201,Lakers,Kings,2013,100,0.46,0.8,0.308,20,44,1
2013-11-23,21300187,Clippers,Kings,2013,103,0.485,0.578,0.44,22,39,1
2013-11-23,21300188,Pacers,76ers,2013,106,0.461,0.816,0.278,20,50,1
2013-11-23,21300189,Wizards,Knicks,2013,98,0.487,0.773,0.368,23,45,1
2013-11-23,21300190,Hawks,Celtics,2013,87,0.387,0.833,0.25,23,38,0
2013-11-23,21300191,Heat,Magic,2013,101,0.474,0.808,0.24,19,33,1
2013-11-23,21300192,Rockets,Timberwolves,2013,112,0.519,0.813,0.548,26,54,1
2013-11-23,21300193,Bucks,Hornets,2013,72,0.353,0.778,0.278,21,36,0
2013-11-23,21300194,Spurs,Cavaliers,2013,126,0.575,0.783,0.667,30,37,1
2013-11-23,21300195,Nuggets,Mavericks,2013,102,0.443,0.7,0.344,24,44,1
2013-11-23,21300196,Warriors,Trail Blazers,2013,101,0.468,0.733,0.412,20,41,0
2013-11-22,21300176,Hornets,Suns,2013,91,0.416,0.727,0.214,17,41,0
2013-11-22,21300177,76ers,Bucks,2013,115,0.57,0.621,0.35,34,50,1
2013-11-22,21300178,Raptors,Wizards,2013,96,0.474,0.739,0.278,22,46,1
2013-11-22,21300179,Celtics,Pacers,2013,82,0.507,0.778,0.455,11,31,0
2013-11-22,21300180,Pistons,Hawks,2013,89,0.429,0.636,0.231,19,52,0
2013-11-22,21300181,Grizzlies,Spurs,2013,86,0.438,0.765,0.273,16,38,0
2013-11-22,21300182,Timberwolves,Nets,2013,111,0.412,0.87,0.306,28,47,1
2013-11-22,21300183,Pelicans,Cavaliers,2013,104,0.409,0.788,0.353,20,48,1
2013-11-22,21300184,Mavericks,Jazz,2013,103,0.507,0.741,0.412,19,41,1
2013-11-22,21300185,Trail Blazers,Bulls,2013,98,0.409,0.933,0.462,21,39,1
2013-11-22,21300186,Lakers,Warriors,2013,102,0.476,0.765,0.458,21,36,1
2013-11-21,21300174,Thunder,Clippers,2013,105,0.519,0.655,0.211,25,49,1
2013-11-21,21300175,Nuggets,Bulls,2013,97,0.452,0.545,0.429,23,48,1
2013-11-20,21300161,Hornets,Nets,2013,95,0.444,0.6,0.385,17,41,1
2013-11-20,21300162,Cavaliers,Wizards,2013,91,0.416,0.857,0.391,19,38,0
2013-11-20,21300163,Knicks,Pacers,2013,96,0.37,0.824,0.267,15,52,0
2013-11-20,21300164,Magic,Heat,2013,92,0.408,0.905,0.517,19,25,0
2013-11-20,21300165,76ers,Raptors,2013,98,0.447,0.742,0.35,20,50,0
2013-11-20,21300166,Hawks,Pistons,2013,93,0.507,0.708,0.267,23,38,1
2013-11-20,21300167,Bucks,Trail Blazers,2013,82,0.438,0.583,0.357,18,42,0
2013-11-20,21300168,Timberwolves,Clippers,2013,98,0.378,0.806,0.227,24,45,0
2013-11-20,21300169,Pelicans,Jazz,2013,105,0.506,0.606,0.333,24,44,1
2013-11-20,21300170,Spurs,Celtics,2013,104,0.481,0.75,0.381,27,41,1
2013-11-20,21300171,Suns,Kings,2013,106,0.447,0.682,0.455,12,37,0
2013-11-20,21300172,Mavericks,Rockets,2013,123,0.583,0.848,0.5,26,36,1
2013-11-20,21300173,Warriors,Grizzlies,2013,81,0.439,0.5,0.278,24,43,0
2013-11-19,21300156,Wizards,Timberwolves,2013,104,0.482,1,0.467,31,41,1
2013-11-19,21300157,Pistons,Knicks,2013,92,0.5,0.714,0.368,19,37,1
2013-11-19,21300158,Heat,Hawks,2013,104,0.506,0.632,0.476,26,37,1
2013-11-19,21300159,Rockets,Celtics,2013,109,0.569,0.75,0.429,22,48,1
2013-11-19,21300160,Kings,Suns,2013,107,0.47,0.75,0.364,21,48,1
2013-11-18,21300150,Nets,Trail Blazers,2013,98,0.365,0.943,0.231,12,40,0
2013-11-18,21300151,Bulls,Hornets,2013,86,0.36,0.839,0.5,17,54,1
2013-11-18,21300152,Thunder,Nuggets,2013,115,0.409,0.813,0.481,24,53,1
2013-11-18,21300153,Mavericks,76ers,2013,97,0.436,0.769,0.31,26,53,1
2013-11-18,21300154,Jazz,Warriors,2013,87,0.395,0.842,0.467,18,40,0
2013-11-18,21300155,Clippers,Grizzlies,2013,102,0.395,0.844,0.304,20,45,0
2013-11-17,21300147,Raptors,Trail Blazers,2013,110,0.447,0.742,0.176,17,51,0
2013-11-17,21300148,Kings,Grizzlies,2013,86,0.379,0.765,0.304,21,35,0
2013-11-17,21300149,Lakers,Pistons,2013,114,0.522,1,0.4,33,38,1
2013-11-16,21300136,Hornets,Heat,2013,81,0.349,0.75,0.296,20,36,0
2013-11-16,21300137,Magic,Mavericks,2013,100,0.529,0.786,0.267,22,40,0
2013-11-16,21300138,Wizards,Cavaliers,2013,96,0.398,0.727,0.24,22,47,0
2013-11-16,21300139,Knicks,Hawks,2013,90,0.378,0.75,0.333,19,48,0
2013-11-16,21300140,Bulls,Pacers,2013,110,0.506,0.792,0.579,25,42,1
2013-11-16,21300141,Rockets,Nuggets,2013,122,0.506,0.705,0.429,27,47,1
2013-11-16,21300142,Timberwolves,Celtics,2013,106,0.426,0.864,0.304,19,50,1
2013-11-16,21300143,Pelicans,76ers,2013,135,0.605,0.667,0.464,30,43,1
2013-11-16,21300144,Bucks,Thunder,2013,79,0.349,0.733,0.364,18,52,0
2013-11-16,21300145,Warriors,Jazz,2013,102,0.513,0.786,0.429,24,42,1
2013-11-16,21300146,Clippers,Nets,2013,110,0.519,0.667,0.435,23,51,1
2013-11-15,21300125,Pacers,Bucks,2013,104,0.506,0.905,0.313,14,44,1
2013-11-15,21300126,Raptors,Bulls,2013,80,0.354,0.773,0.238,19,43,0
2013-11-15,21300127,Hawks,76ers,2013,113,0.481,0.806,0.435,25,43,1
2013-11-15,21300128,Celtics,Trail Blazers,2013,96,0.457,0.789,0.389,17,34,0
2013-11-15,21300129,Cavaliers,Hornets,2013,80,0.405,0.706,0.267,19,43,0
2013-11-15,21300130,Heat,Mavericks,2013,110,0.541,0.833,0.385,17,34,1
2013-11-15,21300131,Nuggets,Timberwolves,2013,117,0.485,0.762,0.35,28,46,1
2013-11-15,21300132,Suns,Nets,2013,98,0.43,0.8,0.357,17,42,0
2013-11-15,21300133,Jazz,Spurs,2013,82,0.385,0.636,0.313,16,50,0
2013-11-15,21300134,Lakers,Grizzlies,2013,86,0.438,0.545,0.417,25,40,0
2013-11-15,21300135,Kings,Pistons,2013,90,0.425,0.706,0.4,22,43,0
2013-11-14,21300123,Knicks,Rockets,2013,106,0.437,0.815,0.4,20,36,0
2013-11-14,21300124,Warriors,Thunder,2013,116,0.479,0.857,0.609,26,31,1
2013-11-13,21300111,Magic,Bucks,2013,94,0.427,0.714,0.346,20,45,1
2013-11-13,21300112,76ers,Rockets,2013,123,0.417,0.765,0.44,29,50,1
2013-11-13,21300113,Celtics,Hornets,2013,83,0.377,0.72,0.333,15,45,0
2013-11-13,21300114,Grizzlies,Raptors,2013,87,0.427,0.647,0.286,24,40,0
2013-11-13,21300115,Timberwolves,Cavaliers,2013,124,0.549,0.885,0.5,34,49,1
2013-11-13,21300116,Hawks,Knicks,2013,91,0.455,0.762,0.208,22,47,0
2013-11-13,21300117,Spurs,Wizards,2013,92,0.506,0.75,0.364,28,47,1
2013-11-13,21300118,Nuggets,Lakers,2013,111,0.4,0.676,0.286,23,58,1
2013-11-13,21300119,Jazz,Pelicans,2013,111,0.514,0.718,0.409,23,44,1
2013-11-13,21300120,Trail Blazers,Suns,2013,90,0.417,0.609,0.4,15,51,1
2013-11-13,21300121,Kings,Nets,2013,107,0.436,0.739,0.333,26,50,1
2013-11-13,21300122,Clippers,Thunder,2013,111,0.453,0.794,0.214,30,50,1
2013-11-12,21300107,Heat,Bucks,2013,118,0.582,0.583,0.522,29,40,1
2013-11-12,21300108,Mavericks,Wizards,2013,105,0.488,0.684,0.385,25,42,1
2013-11-12,21300109,Warriors,Pistons,2013,113,0.6,0.808,0.5,28,43,1
2013-11-12,21300110,Lakers,Pelicans,2013,116,0.557,0.81,0.55,33,53,1
2013-11-11,21300098,Hornets,Hawks,2013,94,0.407,0.793,0.385,22,40,0
2013-11-11,21300099,Pacers,Grizzlies,2013,95,0.487,0.833,0.316,25,45,1
2013-11-11,21300100,76ers,Spurs,2013,85,0.415,0.75,0.263,19,40,0
2013-11-11,21300101,Celtics,Magic,2013,120,0.6,0.867,0.417,28,36,1
2013-11-11,21300102,Bulls,Cavaliers,2013,96,0.41,0.923,0.25,24,41,1
2013-11-11,21300103,Rockets,Raptors,2013,110,0.44,0.617,0.269,21,59,1
2013-11-11,21300104,Jazz,Nuggets,2013,81,0.403,0.696,0.176,11,35,0
2013-11-11,21300105,Trail Blazers,Pistons,2013,109,0.512,0.933,0.478,23,44,1
2013-11-11,21300106,Clippers,Timberwolves,2013,109,0.55,0.607,0.25,30,43,1
2013-11-10,21300094,Knicks,Spurs,2013,89,0.378,0.724,0.273,16,33,0
2013-11-10,21300095,Thunder,Wizards,2013,106,0.446,0.818,0.3,21,58,1
2013-11-10,21300096,Suns,Pelicans,2013,101,0.487,0.783,0.318,14,40,1
2013-11-10,21300097,Lakers,Timberwolves,2013,90,0.38,0.556,0.385,24,46,0
2013-11-09,21300085,Raptors,Jazz,2013,115,0.482,0.862,0.4,23,40,1
2013-11-09,21300086,Hawks,Magic,2013,104,0.478,0.706,0.316,36,39,1
2013-11-09,21300087,Nets,Pacers,2013,91,0.461,0.813,0.421,20,38,0
2013-11-09,21300088,Cavaliers,76ers,2013,127,0.451,0.759,0.419,28,50,1
2013-11-09,21300089,Heat,Celtics,2013,110,0.577,0.676,0.5,26,31,0
2013-11-09,21300090,Rockets,Clippers,2013,94,0.449,0.63,0.269,21,42,0
2013-11-09,21300091,Grizzlies,Warriors,2013,108,0.532,0.76,0.385,25,44,1
2013-11-09,21300092,Bucks,Mavericks,2013,83,0.383,0.625,0.478,16,42,0
2013-11-09,21300093,Kings,Trail Blazers,2013,85,0.462,0.714,0.25,17,33,0
2013-11-08,21300073,Hornets,Knicks,2013,91,0.408,0.833,0.25,13,41,0
2013-11-08,21300074,Pacers,Raptors,2013,91,0.462,0.813,0.286,20,38,1
2013-11-08,21300075,Magic,Celtics,2013,89,0.398,0.655,0.2,19,56,0
2013-11-08,21300076,76ers,Cavaliers,2013,94,0.476,0.778,0.333,25,47,1
2013-11-08,21300077,Wizards,Nets,2013,112,0.466,0.769,0.417,28,36,1
2013-11-08,21300078,Pistons,Thunder,2013,110,0.429,0.778,0.355,22,42,0
2013-11-08,21300079,Bulls,Jazz,2013,97,0.528,0.72,0.375,26,48,1
2013-11-08,21300080,Timberwolves,Mavericks,2013,116,0.461,0.867,0.4,26,44,1
2013-11-08,21300081,Pelicans,Lakers,2013,96,0.437,0.773,0.333,25,50,1
2013-11-08,21300082,Spurs,Warriors,2013,76,0.392,0.5,0.263,19,42,1
2013-11-08,21300083,Suns,Nuggets,2013,114,0.482,0.781,0.45,21,48,1
2013-11-08,21300084,Trail Blazers,Kings,2013,104,0.488,0.889,0.435,28,47,1
2013-11-07,21300070,Heat,Clippers,2013,102,0.535,0.636,0.313,27,30,1
2013-11-07,21300071,Nuggets,Hawks,2013,109,0.488,0.647,0.56,28,45,1
2013-11-07,21300072,Rockets,Lakers,2013,98,0.377,0.635,0.259,17,44,0
2013-11-06,21300060,Hornets,Raptors,2013,92,0.493,0.567,0.2,24,37,1
2013-11-06,21300061,Pacers,Bulls,2013,97,0.419,0.857,0.389,21,52,1
2013-11-06,21300062,Magic,Clippers,2013,98,0.488,0.765,0.313,21,51,1
2013-11-06,21300063,76ers,Wizards,2013,102,0.47,0.692,0.333,26,50,0
2013-11-06,21300064,Celtics,Jazz,2013,97,0.449,0.714,0.35,22,42,1
2013-11-06,21300065,Grizzlies,Pelicans,2013,84,0.479,0.857,0.267,17,29,0
2013-11-06,21300066,Bucks,Cavaliers,2013,109,0.5,0.923,0.565,25,41,1
2013-11-06,21300067,Timberwolves,Warriors,2013,93,0.378,0.778,0.25,22,40,0
2013-11-06,21300068,Spurs,Suns,2013,99,0.482,0.733,0.375,25,39,1
2013-11-06,21300069,Thunder,Mavericks,2013,107,0.544,0.696,0.385,28,44,1
2013-11-05,21300051,Raptors,Heat,2013,95,0.431,0.818,0.286,15,40,0
2013-11-05,21300052,Nets,Jazz,2013,104,0.513,0.625,0.364,23,39,1
2013-11-05,21300053,Pistons,Pacers,2013,91,0.379,0.8,0.2,13,42,0
2013-11-05,21300054,Knicks,Hornets,2013,97,0.427,0.826,0.286,12,33,0
2013-11-05,21300055,Pelicans,Suns,2013,98,0.435,0.737,0.556,26,40,0
2013-11-05,21300056,Mavericks,Lakers,2013,123,0.521,0.857,0.481,34,50,1
2013-11-05,21300057,Nuggets,Spurs,2013,94,0.422,0.75,0.474,22,45,0
2013-11-05,21300058,Trail Blazers,Rockets,2013,101,0.414,0.655,0.323,22,30,0
2013-11-05,21300059,Kings,Hawks,2013,100,0.438,0.952,0.323,22,39,0
2013-11-04,21300047,Cavaliers,Timberwolves,2013,93,0.459,0.909,0.313,22,49,1
2013-11-04,21300048,76ers,Warriors,2013,90,0.352,0.622,0.2,19,52,0
2013-11-04,21300049,Grizzlies,Celtics,2013,95,0.486,0.818,0.333,23,36,1
2013-11-04,21300050,Clippers,Rockets,2013,137,0.521,0.857,0.395,33,38,1
2013-11-03,21300041,Pistons,Celtics,2013,87,0.447,0.586,0.154,16,44,1
2013-11-03,21300042,Heat,Wizards,2013,103,0.529,0.667,0.407,32,32,1
2013-11-03,21300043,Magic,Nets,2013,107,0.472,0.727,0.412,19,54,1
2013-11-03,21300044,Thunder,Suns,2013,103,0.427,0.838,0.111,20,41,1
2013-11-03,21300045,Knicks,Timberwolves,2013,100,0.449,0.846,0.281,21,49,0
2013-11-03,21300046,Lakers,Hawks,2013,105,0.427,0.833,0.36,27,53,1
2013-11-02,21300033,Pacers,Cavaliers,2013,89,0.416,0.75,0.357,24,51,1
2013-11-02,21300034,76ers,Bulls,2013,107,0.488,0.667,0.5,24,39,1
2013-11-02,21300035,Pelicans,Hornets,2013,105,0.493,0.857,0.538,30,43,1
2013-11-02,21300036,Mavericks,Grizzlies,2013,111,0.4,0.87,0.368,18,45,1
2013-11-02,21300037,Bucks,Raptors,2013,90,0.44,0.556,0.353,25,38,0
2013-11-02,21300038,Jazz,Rockets,2013,93,0.42,0.778,0.182,12,39,0
2013-11-02,21300039,Trail Blazers,Spurs,2013,115,0.556,0.895,0.4,29,39,1
2013-11-02,21300040,Warriors,Kings,2013,98,0.513,0.75,0.407,28,44,1
2013-11-01,21300020,Hornets,Cavaliers,2013,90,0.452,0.618,0.25,21,37,1
2013-11-01,21300021,Magic,Pelicans,2013,110,0.557,0.778,0.5,22,44,1
2013-11-01,21300022,Wizards,76ers,2013,102,0.436,0.647,0.346,23,46,0
2013-11-01,21300023,Hawks,Raptors,2013,102,0.468,0.645,0.435,24,37,1
2013-11-01,21300024,Celtics,Bucks,2013,98,0.447,0.684,0.25,13,52,0
2013-11-01,21300025,Rockets,Mavericks,2013,113,0.466,0.667,0.379,17,51,1
2013-11-01,21300026,Grizzlies,Pistons,2013,111,0.519,0.833,0.333,25,38,1
2013-11-01,21300027,Timberwolves,Thunder,2013,100,0.429,0.788,0.4,21,44,1
2013-11-01,21300028,Nets,Heat,2013,101,0.485,0.692,0.5,21,40,1
2013-11-01,21300029,Nuggets,Trail Blazers,2013,98,0.364,0.588,0.333,14,55,0
2013-11-01,21300030,Suns,Jazz,2013,87,0.373,0.792,0.273,15,46,1
2013-11-01,21300031,Kings,Clippers,2013,101,0.456,0.719,0.353,21,35,0
2013-11-01,21300032,Lakers,Spurs,2013,85,0.366,0.708,0.296,22,46,0
2013-10-31,21300018,Bulls,Knicks,2013,82,0.408,0.895,0.188,20,48,1
2013-10-31,21300019,Clippers,Warriors,2013,126,0.494,0.66,0.321,27,44,1
2013-10-30,21300004,Cavaliers,Nets,2013,98,0.417,0.676,0.333,21,48,1
2013-10-30,21300005,76ers,Heat,2013,114,0.538,0.833,0.381,24,40,1
2013-10-30,21300006,Raptors,Celtics,2013,93,0.442,0.522,0.294,15,48,1
2013-10-30,21300007,Pistons,Wizards,2013,113,0.5,0.788,0.375,24,44,1
2013-10-30,21300008,Knicks,Bucks,2013,90,0.507,0.882,0.231,17,34,1
2013-10-30,21300009,Rockets,Hornets,2013,96,0.474,0.625,0.36,17,54,1
2013-10-30,21300010,Timberwolves,Magic,2013,120,0.42,0.824,0.32,27,49,1
2013-10-30,21300011,Pelicans,Pacers,2013,90,0.4,0.81,0.455,17,43,0
2013-10-30,21300012,Mavericks,Hawks,2013,118,0.571,0.792,0.458,31,42,1
2013-10-30,21300013,Spurs,Grizzlies,2013,101,0.526,0.625,0.55,25,40,1
2013-10-30,21300014,Jazz,Thunder,2013,98,0.456,0.667,0.273,25,44,0
2013-10-30,21300015,Suns,Trail Blazers,2013,104,0.518,0.778,0.211,18,47,1
2013-10-30,21300016,Kings,Nuggets,2013,90,0.407,0.696,0.381,13,41,1
2013-10-30,21300017,Warriors,Lakers,2013,125,0.535,0.783,0.556,34,48,1
2013-10-29,21300001,Pacers,Magic,2013,97,0.479,0.688,0.412,17,44,1
2013-10-29,21300002,Heat,Bulls,2013,107,0.514,0.759,0.55,26,40,1
2013-10-29,21300003,Lakers,Clippers,2013,116,0.452,0.643,0.483,23,52,1
2013-10-25,11300108,Magic,Pelicans,2013,82,0.349,0.769,0.2,15,45,0
2013-10-25,11300112,Knicks,Hornets,2013,83,0.373,0.846,0.385,16,46,0
2013-10-25,11300113,Heat,Nets,2013,87,0.493,0.769,0.231,21,24,0
2013-10-25,11300109,Bulls,Nuggets,2013,94,0.379,0.692,0.056,21,54,1
2013-10-25,11300110,Grizzlies,Rockets,2013,73,0.319,0.675,0.133,13,44,0
2013-10-25,11300115,Mavericks,Pacers,2013,77,0.37,0.731,0.286,17,43,0
2013-10-25,11300111,Lakers,Jazz,2013,111,0.5,0.857,0.448,28,40,1
2013-10-25,11300116,Clippers,Kings,2013,100,0.392,0.879,0.406,20,41,0
2013-10-24,11300104,Hornets,Cavaliers,2013,105,0.451,0.686,0.35,27,37,1
2013-10-24,11300106,Pistons,Timberwolves,2013,99,0.48,0.559,0.381,21,45,1
2013-10-24,11300105,Spurs,Rockets,2013,92,0.398,0.882,0.389,26,41,0
2013-10-24,11300107,Warriors,Trail Blazers,2013,74,0.33,0.667,0.133,17,47,0
2013-10-23,11300093,Raptors,Grizzlies,2013,108,0.457,0.923,0.526,22,54,1
2013-10-23,11300094,Celtics,Nets,2013,101,0.453,0.757,0.227,20,44,1
2013-10-23,11300095,76ers,Timberwolves,2013,102,0.35,0.714,0.241,21,56,0
2013-10-23,11300096,Cavaliers,Wizards,2013,82,0.395,0.789,0.368,21,42,0
2013-10-23,11300097,Bucks,Knicks,2013,105,0.522,0.694,0.625,26,40,1
2013-10-23,11300098,Pelicans,Heat,2013,95,0.455,0.774,0.44,22,31,0
2013-10-23,11300101,Mavericks,Hawks,2013,98,0.477,0.778,0.346,26,40,1
2013-10-23,11300099,Nuggets,Suns,2013,79,0.341,0.64,0.333,18,41,0
2013-10-23,11300103,Thunder,Bulls,2013,95,0.459,0.767,0.235,23,32,0
2013-10-23,11300100,Kings,Warriors,2013,91,0.426,0.75,0.45,17,45,1
2013-10-23,11300102,Clippers,Jazz,2013,103,0.386,0.723,0.278,26,43,1
2013-10-22,11300089,Hawks,Pacers,2013,89,0.468,0.846,0.316,27,32,0
2013-10-22,11300090,Pistons,Wizards,2013,99,0.487,0.667,0.423,29,39,1
2013-10-22,11300091,Spurs,Magic,2013,123,0.534,0.818,0.423,28,45,1
2013-10-22,11300088,Suns,Thunder,2013,88,0.383,0.625,0.231,19,50,1
2013-10-22,11300092,Lakers,Jazz,2013,108,0.474,0.897,0.4,19,38,1
2013-10-21,11300084,Raptors,Knicks,2013,123,0.421,0.8,0.344,29,57,1
2013-10-21,11300085,Cavaliers,76ers,2013,104,0.442,0.704,0.31,30,46,1
2013-10-21,11300086,Bulls,Bucks,2013,105,0.422,0.844,0.381,23,52,1
2013-10-21,11300087,Rockets,Mavericks,2013,100,0.417,0.654,0.464,20,54,1
2013-10-20,11300079,Hawks,Grizzlies,2013,82,0.346,0.8,0.25,20,43,0
2013-10-20,11300080,Magic,Pistons,2013,87,0.462,0.611,0.267,20,36,1
