GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,HOME_TEAM_WINS
2021-11-17,22100213,Hornets,Wizards,2021,97,0.438,0.5,0.313,30,59,1
2021-11-17,22100214,Pistons,Pacers,2021,97,0.425,0.75,0.286,16,42,1
2021-11-17,22100215,Hawks,Celtics,2021,110,0.506,0.833,0.351,28,40,1
2021-11-17,22100216,Nets,Cavaliers,2021,109,0.458,0.84,0.375,29,47,1
2021-11-17,22100217,Heat,Pelicans,2021,113,0.483,0.824,0.375,29,39,1
2021-11-17,22100218,Knicks,Magic,2021,98,0.42,0.667,0.327,25,45,0
2021-11-17,22100219,Bucks,Lakers,2021,109,0.46,0.708,0.324,22,52,1
2021-11-17,22100220,Timberwolves,Kings,2021,107,0.5,0.833,0.278,20,35,1
2021-11-17,22100221,Thunder,Rockets,2021,101,0.446,0.563,0.256,18,56,1
2021-11-17,22100222,Suns,Mavericks,2021,105,0.441,0.714,0.333,27,49,1
2021-11-17,22100223,Trail Blazers,Bulls,2021,112,0.44,0.964,0.355,26,44,1
2021-11-16,22100210,Nets,Warriors,2021,99,0.386,0.778,0.278,21,38,0
2021-11-16,22100211,Jazz,76ers,2021,120,0.517,0.632,0.421,27,56,1
2021-11-16,22100212,Clippers,Spurs,2021,106,0.435,0.909,0.316,16,52,1
2021-11-15,22100199,Cavaliers,Celtics,2021,92,0.386,0.75,0.4,18,42,0
2021-11-15,22100200,Pistons,Kings,2021,107,0.406,0.941,0.277,23,47,0
2021-11-15,22100201,Wizards,Pelicans,2021,105,0.464,0.68,0.357,23,42,1
2021-11-15,22100202,Hawks,Magic,2021,129,0.553,0.656,0.467,32,46,1
2021-11-15,22100203,Knicks,Pacers,2021,92,0.43,0.7,0.324,22,46,1
2021-11-15,22100204,Mavericks,Nuggets,2021,111,0.5,0.7,0.389,30,44,1
2021-11-15,22100205,Grizzlies,Rockets,2021,136,0.542,0.8,0.39,33,49,1
2021-11-15,22100206,Timberwolves,Suns,2021,96,0.365,0.778,0.295,18,54,0
2021-11-15,22100207,Thunder,Heat,2021,90,0.41,0.7,0.366,26,42,0
2021-11-15,22100208,Trail Blazers,Raptors,2021,118,0.561,0.714,0.444,25,39,1
2021-11-15,22100209,Lakers,Bulls,2021,103,0.456,0.806,0.188,19,43,0
2021-11-14,22100192,Lakers,Spurs,2021,114,0.518,0.765,0.484,28,46,1
2021-11-14,22100193,Hawks,Bucks,2021,120,0.485,0.846,0.429,21,51,1
2021-11-14,22100194,Hornets,Warriors,2021,106,0.477,0.667,0.389,23,39,1
2021-11-14,22100195,Rockets,Suns,2021,89,0.412,0.667,0.219,19,48,0
2021-11-14,22100196,Thunder,Nets,2021,96,0.4,0.909,0.311,20,44,0
2021-11-14,22100197,Nuggets,Trail Blazers,2021,124,0.522,0.786,0.475,29,49,1
2021-11-14,22100198,Clippers,Bulls,2021,90,0.358,1,0.324,16,44,0
2021-11-13,22100185,Jazz,Heat,2021,105,0.412,0.72,0.321,23,38,0
2021-11-13,22100186,Pacers,76ers,2021,118,0.573,0.667,0.5,33,37,1
2021-11-13,22100187,Magic,Wizards,2021,92,0.337,0.85,0.325,21,44,0
2021-11-13,22100188,Pelicans,Grizzlies,2021,112,0.481,0.88,0.483,29,37,1
2021-11-13,22100189,Raptors,Pistons,2021,121,0.506,0.645,0.382,21,39,0
2021-11-13,22100190,Cavaliers,Celtics,2021,91,0.383,0.864,0.263,17,39,1
2021-11-13,22100191,Clippers,Timberwolves,2021,129,0.535,0.778,0.4,35,57,1
2021-11-12,22100174,Hornets,Knicks,2021,104,0.433,0.667,0.278,25,49,1
2021-11-12,22100175,Celtics,Bucks,2021,122,0.49,0.889,0.293,22,53,1
2021-11-12,22100176,Cavaliers,Pistons,2021,98,0.476,0.667,0.341,27,40,1
2021-11-12,22100177,Rockets,Trail Blazers,2021,92,0.4,0.63,0.219,13,49,0
2021-11-12,22100178,Grizzlies,Suns,2021,94,0.378,0.565,0.212,19,59,0
2021-11-12,22100179,Pelicans,Nets,2021,112,0.489,0.813,0.406,26,43,0
2021-11-12,22100180,Thunder,Kings,2021,105,0.424,0.733,0.333,13,52,1
2021-11-12,22100181,Spurs,Mavericks,2021,109,0.488,0.7,0.433,30,41,0
2021-11-12,22100182,Nuggets,Hawks,2021,105,0.444,0.75,0.286,26,49,1
2021-11-12,22100183,Warriors,Bulls,2021,119,0.484,0.875,0.326,27,47,1
2021-11-12,22100184,Lakers,Timberwolves,2021,83,0.354,0.8,0.22,17,44,0
2021-11-11,22100171,76ers,Raptors,2021,109,0.455,0.947,0.324,29,39,0
2021-11-11,22100172,Jazz,Pacers,2021,100,0.47,0.565,0.281,22,37,0
2021-11-11,22100173,Clippers,Heat,2021,112,0.473,0.882,0.297,20,42,1
2021-11-10,22100158,Cavaliers,Wizards,2021,94,0.461,0.714,0.29,21,40,0
2021-11-10,22100159,Magic,Nets,2021,90,0.38,0.667,0.121,19,49,0
2021-11-10,22100160,Celtics,Raptors,2021,104,0.447,0.667,0.345,21,44,1
2021-11-10,22100161,Knicks,Bucks,2021,100,0.434,0.706,0.432,19,38,0
2021-11-10,22100162,Rockets,Pistons,2021,104,0.427,0.647,0.353,17,42,0
2021-11-10,22100163,Bulls,Mavericks,2021,117,0.506,0.857,0.484,26,46,1
2021-11-10,22100164,Grizzlies,Hornets,2021,108,0.421,0.6,0.237,27,57,0
2021-11-10,22100165,Pelicans,Thunder,2021,100,0.351,0.719,0.257,24,50,0
2021-11-10,22100166,Spurs,Kings,2021,136,0.533,0.645,0.563,34,43,1
2021-11-10,22100167,Nuggets,Pacers,2021,101,0.429,0.85,0.4,19,39,1
2021-11-10,22100168,Suns,Trail Blazers,2021,119,0.521,0.833,0.393,27,39,1
2021-11-10,22100169,Warriors,Timberwolves,2021,123,0.471,0.8,0.275,23,53,1
2021-11-10,22100170,Lakers,Heat,2021,120,0.5,0.625,0.474,26,50,1
2021-11-09,22100155,76ers,Bucks,2021,109,0.408,0.917,0.326,21,46,0
2021-11-09,22100156,Jazz,Hawks,2021,110,0.506,0.813,0.395,21,44,1
2021-11-09,22100157,Clippers,Trail Blazers,2021,117,0.518,0.684,0.533,25,43,1
2021-11-08,22100147,76ers,Knicks,2021,96,0.385,0.813,0.325,20,47,0
2021-11-08,22100148,Bulls,Nets,2021,118,0.469,0.85,0.29,21,56,1
2021-11-08,22100149,Grizzlies,Timberwolves,2021,125,0.5,0.846,0.393,28,51,1
2021-11-08,22100150,Mavericks,Pelicans,2021,108,0.506,0.615,0.4,27,46,1
2021-11-08,22100151,Nuggets,Heat,2021,113,0.462,0.708,0.293,28,49,1
2021-11-08,22100152,Warriors,Hawks,2021,127,0.478,0.955,0.409,31,39,1
2021-11-08,22100153,Kings,Suns,2021,104,0.451,0.769,0.417,18,46,0
2021-11-08,22100154,Lakers,Hornets,2021,126,0.484,0.714,0.406,30,51,1
2021-11-07,22100139,Raptors,Nets,2021,103,0.471,0.778,0.233,23,35,0
2021-11-07,22100140,Knicks,Cavaliers,2021,109,0.459,0.917,0.29,21,32,0
2021-11-07,22100141,Magic,Jazz,2021,107,0.494,0.818,0.375,24,39,1
2021-11-07,22100142,Wizards,Bucks,2021,101,0.506,0.615,0.407,24,42,1
2021-11-07,22100143,Kings,Pacers,2021,91,0.369,0.864,0.294,20,33,0
2021-11-07,22100144,Thunder,Spurs,2021,99,0.372,0.85,0.286,21,57,1
2021-11-07,22100145,Warriors,Rockets,2021,120,0.518,0.85,0.326,31,41,1
2021-11-07,22100146,Clippers,Hornets,2021,120,0.477,0.952,0.375,24,50,1
2021-11-06,22100133,Nuggets,Rockets,2021,95,0.404,0.824,0.225,19,45,1
2021-11-06,22100134,Heat,Jazz,2021,118,0.603,0.765,0.524,30,36,1
2021-11-06,22100135,Bulls,76ers,2021,105,0.402,0.8,0.241,20,46,0
2021-11-06,22100136,Mavericks,Celtics,2021,107,0.526,0.857,0.333,19,40,1
2021-11-06,22100137,Suns,Hawks,2021,121,0.511,0.81,0.326,26,42,1
2021-11-06,22100138,Trail Blazers,Lakers,2021,105,0.379,0.75,0.273,22,52,1
2021-11-05,22100124,Pistons,Nets,2021,90,0.379,0.722,0.324,17,44,0
2021-11-05,22100125,Magic,Spurs,2021,89,0.393,0.7,0.293,23,43,0
2021-11-05,22100126,Wizards,Grizzlies,2021,115,0.583,0.538,0.4,34,53,1
2021-11-05,22100127,Raptors,Cavaliers,2021,101,0.424,0.556,0.444,20,45,0
2021-11-05,22100128,Bucks,Knicks,2021,98,0.402,0.762,0.372,19,37,0
2021-11-05,22100129,Timberwolves,Clippers,2021,84,0.348,0.714,0.327,17,42,0
2021-11-05,22100130,Warriors,Pelicans,2021,126,0.516,0.857,0.4,36,49,1
2021-11-05,22100131,Trail Blazers,Pacers,2021,110,0.488,0.867,0.436,27,42,1
2021-11-05,22100132,Kings,Hornets,2021,140,0.552,0.846,0.5,29,56,1
2021-11-04,22100119,Pistons,76ers,2021,98,0.402,0.895,0.306,21,41,0
2021-11-04,22100120,Hawks,Jazz,2021,98,0.427,0.808,0.25,18,32,0
2021-11-04,22100121,Heat,Celtics,2021,78,0.346,0.684,0.22,18,45,0
2021-11-04,22100122,Suns,Rockets,2021,123,0.473,0.913,0.452,29,46,1
2021-11-04,22100123,Lakers,Thunder,2021,104,0.415,0.824,0.364,22,49,0
2021-11-03,22100108,Cavaliers,Trail Blazers,2021,107,0.527,0.778,0.5,29,43,1
2021-11-03,22100109,Pacers,Knicks,2021,111,0.462,0.786,0.39,26,49,1
2021-11-03,22100110,Magic,Celtics,2021,79,0.321,0.8,0.209,15,46,0
2021-11-03,22100111,76ers,Bulls,2021,103,0.494,0.714,0.429,24,35,1
2021-11-03,22100112,Wizards,Raptors,2021,100,0.436,0.8,0.25,19,44,0
2021-11-03,22100113,Nets,Hawks,2021,117,0.489,0.75,0.458,34,42,1
2021-11-03,22100114,Grizzlies,Nuggets,2021,108,0.519,0.571,0.471,28,36,1
2021-11-03,22100115,Timberwolves,Clippers,2021,115,0.457,0.938,0.35,27,39,0
2021-11-03,22100116,Spurs,Mavericks,2021,108,0.489,0.75,0.333,25,40,0
2021-11-03,22100117,Warriors,Hornets,2021,114,0.488,0.667,0.4,33,53,1
2021-11-03,22100118,Kings,Pelicans,2021,112,0.525,0.818,0.333,27,37,1
2021-11-02,22100103,Pistons,Bucks,2021,89,0.323,0.7,0.17,21,43,0
2021-11-02,22100104,Mavericks,Heat,2021,110,0.44,0.71,0.333,17,41,0
2021-11-02,22100105,Jazz,Kings,2021,119,0.439,0.704,0.292,16,59,1
2021-11-02,22100106,Suns,Pelicans,2021,112,0.524,0.944,0.346,32,42,1
2021-11-02,22100107,Lakers,Rockets,2021,119,0.527,0.75,0.24,26,43,1
2021-11-01,22100094,Hornets,Cavaliers,2021,110,0.416,0.733,0.385,27,46,0
2021-11-01,22100095,Pacers,Spurs,2021,131,0.571,0.75,0.474,37,39,1
2021-11-01,22100096,76ers,Trail Blazers,2021,113,0.518,0.875,0.361,34,34,1
2021-11-01,22100097,Hawks,Wizards,2021,118,0.458,1,0.382,24,47,1
2021-11-01,22100098,Celtics,Bulls,2021,114,0.438,0.75,0.455,20,38,0
2021-11-01,22100099,Knicks,Raptors,2021,104,0.461,0.75,0.421,20,41,0
2021-11-01,22100100,Grizzlies,Nuggets,2021,106,0.454,0.714,0.382,20,55,1
2021-11-01,22100101,Timberwolves,Magic,2021,97,0.371,0.579,0.275,21,47,0
2021-11-01,22100102,Clippers,Thunder,2021,99,0.38,0.737,0.357,18,51,1
2021-10-31,22100089,Mavericks,Kings,2021,105,0.444,0.65,0.324,24,45,1
2021-10-31,22100090,Hornets,Trail Blazers,2021,125,0.517,0.619,0.476,36,44,1
2021-10-31,22100091,Bucks,Jazz,2021,95,0.406,0.833,0.293,16,44,0
2021-10-31,22100092,Nets,Pistons,2021,117,0.653,0.625,0.52,30,41,1
2021-10-31,22100093,Lakers,Rockets,2021,95,0.406,0.615,0.29,22,43,1
2021-10-30,22100078,Wizards,Celtics,2021,115,0.365,0.806,0.278,19,62,1
2021-10-30,22100079,Pistons,Magic,2021,110,0.404,0.8,0.326,26,48,1
2021-10-30,22100080,Pelicans,Knicks,2021,117,0.457,0.917,0.333,30,43,0
2021-10-30,22100081,Pacers,Raptors,2021,94,0.432,0.688,0.302,25,40,0
2021-10-30,22100082,76ers,Hawks,2021,122,0.535,0.947,0.316,24,37,1
2021-10-30,22100083,Bulls,Jazz,2021,107,0.429,0.8,0.238,16,45,1
2021-10-30,22100084,Grizzlies,Heat,2021,103,0.386,0.905,0.32,26,32,0
2021-10-30,22100085,Bucks,Spurs,2021,93,0.404,0.688,0.256,20,52,0
2021-10-30,22100086,Warriors,Thunder,2021,103,0.424,0.5,0.389,30,56,1
2021-10-30,22100087,Timberwolves,Nuggets,2021,91,0.393,0.889,0.317,21,46,0
2021-10-30,22100088,Suns,Cavaliers,2021,101,0.464,0.63,0.231,27,52,1
2021-10-29,22100071,Raptors,Magic,2021,110,0.5,0.682,0.3,18,40,1
2021-10-29,22100072,Nets,Pacers,2021,105,0.447,0.756,0.231,20,50,1
2021-10-29,22100073,Heat,Hornets,2021,114,0.473,1,0.257,23,60,1
2021-10-29,22100074,Pelicans,Kings,2021,109,0.429,0.64,0.265,18,49,0
2021-10-29,22100075,Nuggets,Mavericks,2021,106,0.518,0.692,0.306,28,51,1
2021-10-29,22100076,Trail Blazers,Clippers,2021,111,0.418,0.625,0.463,21,63,1
2021-10-29,22100077,Lakers,Cavaliers,2021,113,0.548,0.9,0.444,24,42,1
2021-10-28,22100065,76ers,Pistons,2021,110,0.5,0.917,0.444,22,46,1
2021-10-28,22100066,Wizards,Hawks,2021,122,0.465,0.81,0.382,26,51,1
2021-10-28,22100067,Bulls,Knicks,2021,103,0.429,0.909,0.344,25,37,0
2021-10-28,22100068,Rockets,Jazz,2021,91,0.326,0.87,0.205,15,41,0
2021-10-28,22100069,Mavericks,Spurs,2021,104,0.461,0.308,0.4,18,45,1
2021-10-28,22100070,Warriors,Grizzlies,2021,101,0.433,0.75,0.35,29,48,0
2021-10-27,22100055,Magic,Hornets,2021,111,0.489,0.769,0.375,22,33,0
2021-10-27,22100056,Celtics,Wizards,2021,107,0.435,0.821,0.345,18,37,0
2021-10-27,22100057,Nets,Heat,2021,93,0.388,0.929,0.326,21,42,0
2021-10-27,22100058,Raptors,Pacers,2021,118,0.46,0.632,0.467,22,41,1
2021-10-27,22100059,Pelicans,Hawks,2021,99,0.43,0.889,0.306,24,44,0
2021-10-27,22100060,Bucks,Timberwolves,2021,108,0.411,0.762,0.275,22,43,0
2021-10-27,22100061,Thunder,Lakers,2021,123,0.5,0.759,0.405,21,42,1
2021-10-27,22100062,Suns,Kings,2021,107,0.452,0.708,0.273,23,56,0
2021-10-27,22100063,Trail Blazers,Grizzlies,2021,116,0.464,0.742,0.417,22,48,1
2021-10-27,22100064,Clippers,Cavaliers,2021,79,0.356,0.615,0.22,19,36,0
2021-10-26,22100050,Knicks,76ers,2021,112,0.471,0.933,0.432,24,45,1
2021-10-26,22100051,Thunder,Warriors,2021,98,0.419,0.824,0.353,19,42,0
2021-10-26,22100052,Mavericks,Rockets,2021,116,0.462,0.72,0.279,25,50,1
2021-10-26,22100053,Spurs,Lakers,2021,121,0.444,0.545,0.361,33,59,0
2021-10-26,22100054,Jazz,Nuggets,2021,122,0.518,0.759,0.308,20,41,1
2021-10-25,22100041,Hornets,Celtics,2021,129,0.447,0.643,0.432,26,52,0
2021-10-25,22100042,Pacers,Bucks,2021,109,0.444,0.882,0.389,23,47,0
2021-10-25,22100043,Hawks,Pistons,2021,122,0.511,0.857,0.375,24,49,1
2021-10-25,22100044,Nets,Wizards,2021,104,0.426,0.824,0.286,23,54,1
2021-10-25,22100045,Heat,Magic,2021,107,0.471,1,0.222,28,42,1
2021-10-25,22100046,Raptors,Bulls,2021,108,0.482,0.8,0.4,27,47,0
2021-10-25,22100047,Timberwolves,Pelicans,2021,98,0.344,0.778,0.3,20,41,0
2021-10-25,22100048,Nuggets,Cavaliers,2021,87,0.407,0.667,0.237,21,47,0
2021-10-25,22100049,Clippers,Trail Blazers,2021,116,0.473,0.737,0.326,37,43,1
2021-10-24,22100035,Nets,Hornets,2021,95,0.437,0.833,0.257,18,44,0
2021-10-24,22100036,Knicks,Magic,2021,104,0.37,0.68,0.271,20,52,0
2021-10-24,22100037,Rockets,Celtics,2021,97,0.427,0.792,0.438,20,40,0
2021-10-24,22100038,Thunder,76ers,2021,103,0.476,0.789,0.258,24,42,0
2021-10-24,22100039,Kings,Warriors,2021,107,0.488,0.615,0.326,26,47,0
2021-10-24,22100040,Lakers,Grizzlies,2021,121,0.536,0.682,0.533,29,36,1
2021-10-23,22100027,Cavaliers,Hawks,2021,101,0.416,0.741,0.25,23,54,1
2021-10-23,22100028,Pacers,Heat,2021,102,0.392,0.762,0.256,18,55,1
2021-10-23,22100029,Raptors,Mavericks,2021,95,0.4,0.696,0.297,17,49,0
2021-10-23,22100030,Bulls,Pistons,2021,97,0.417,0.842,0.423,24,42,1
2021-10-23,22100031,Timberwolves,Pelicans,2021,96,0.406,0.6,0.316,22,47,1
2021-10-23,22100032,Spurs,Bucks,2021,111,0.485,0.833,0.256,29,38,0
2021-10-23,22100033,Trail Blazers,Suns,2021,134,0.543,0.647,0.42,24,48,1
2021-10-23,22100034,Clippers,Grizzlies,2021,114,0.434,0.882,0.333,23,44,0
2021-10-22,22100017,Cavaliers,Hornets,2021,112,0.512,0.85,0.29,26,36,0
2021-10-22,22100018,Magic,Knicks,2021,96,0.398,0.867,0.395,24,46,0
2021-10-22,22100019,Wizards,Pacers,2021,135,0.521,0.947,0.5,24,38,1
2021-10-22,22100020,Celtics,Raptors,2021,83,0.39,0.727,0.324,19,42,0
2021-10-22,22100021,76ers,Nets,2021,109,0.473,0.818,0.389,17,35,0
2021-10-22,22100022,Bulls,Pelicans,2021,128,0.528,0.8,0.5,32,46,1
2021-10-22,22100023,Rockets,Thunder,2021,124,0.505,0.786,0.447,29,54,1
2021-10-22,22100024,Nuggets,Spurs,2021,102,0.512,0.625,0.3,26,41,1
2021-10-22,22100025,Lakers,Suns,2021,105,0.395,0.759,0.441,25,46,0
2021-10-22,22100026,Kings,Jazz,2021,101,0.394,0.714,0.222,20,52,0
2021-10-21,22100014,Hawks,Mavericks,2021,113,0.479,0.889,0.429,31,55,1
2021-10-21,22100015,Heat,Bucks,2021,137,0.531,0.645,0.429,28,58,1
2021-10-21,22100016,Warriors,Clippers,2021,115,0.518,0.636,0.484,27,53,1
2021-10-20,22100003,Hornets,Pacers,2021,123,0.43,0.667,0.419,29,46,1
2021-10-20,22100004,Pistons,Bulls,2021,88,0.4,0.769,0.214,17,47,0
2021-10-20,22100005,Knicks,Celtics,2021,138,0.486,0.704,0.378,27,55,1
2021-10-20,22100006,Raptors,Wizards,2021,83,0.309,0.727,0.206,14,54,0
2021-10-20,22100007,Grizzlies,Cavaliers,2021,132,0.53,1,0.424,28,53,1
2021-10-20,22100008,Timberwolves,Rockets,2021,124,0.483,0.774,0.421,26,46,1
2021-10-20,22100009,Pelicans,76ers,2021,97,0.419,0.667,0.433,28,44,0
2021-10-20,22100010,Spurs,Magic,2021,123,0.5,0.667,0.433,32,43,1
2021-10-20,22100011,Jazz,Thunder,2021,107,0.44,0.867,0.298,18,53,1
2021-10-20,22100012,Suns,Nuggets,2021,98,0.414,0.706,0.378,23,45,0
2021-10-20,22100013,Trail Blazers,Kings,2021,121,0.484,0.864,0.343,25,49,0
2021-10-19,22100001,Bucks,Nets,2021,127,0.457,0.778,0.378,25,54,1
2021-10-19,22100002,Lakers,Warriors,2021,114,0.474,0.474,0.357,21,45,0
2021-10-15,12100059,Heat,Celtics,2021,121,0.461,0.931,0.4,19,47,1
2021-10-15,12100060,Pistons,76ers,2021,112,0.487,0.829,0.333,24,47,1
2021-10-15,12100061,Pacers,Cavaliers,2021,94,0.41,0.632,0.318,26,38,0
2021-10-15,12100062,Knicks,Wizards,2021,115,0.412,0.842,0.357,24,48,1
2021-10-15,12100063,Bulls,Grizzlies,2021,118,0.462,0.875,0.407,26,43,1
2021-10-15,12100064,Bucks,Mavericks,2021,103,0.448,0.778,0.275,21,44,0
2021-10-15,12100065,Spurs,Rockets,2021,126,0.469,0.724,0.385,30,53,1
2021-10-15,12100066,Warriors,Trail Blazers,2021,119,0.446,0.722,0.348,31,57,1
2021-10-14,12100055,Hawks,Heat,2021,127,0.485,0.769,0.413,33,51,1
2021-10-14,12100056,Nets,Timberwolves,2021,107,0.463,0.842,0.417,24,46,1
2021-10-14,12100057,Thunder,Nuggets,2021,107,0.427,0.667,0.319,29,52,0
2021-10-14,12100058,Kings,Lakers,2021,116,0.398,0.808,0.362,22,49,1
2021-10-13,12100054,Suns,Trail Blazers,2021,119,0.495,0.867,0.39,30,55,1
2021-10-13,12100048,Hornets,Mavericks,2021,59,0.274,0.476,0.158,10,43,0
2021-10-13,12100049,Pacers,Grizzlies,2021,109,0.442,0.741,0.2,23,44,1
2021-10-13,12100050,Magic,Celtics,2021,103,0.464,0.889,0.29,18,47,1
2021-10-13,12100051,Knicks,Pistons,2021,108,0.451,0.813,0.394,28,47,1
2021-10-13,12100052,Thunder,Nuggets,2021,108,0.488,0.68,0.382,19,49,1
2021-10-13,12100053,Jazz,Bucks,2021,124,0.489,0.783,0.435,24,48,1
2021-10-12,12100046,Wizards,Raptors,2021,108,0.432,0.75,0.395,27,52,0
2021-10-12,12100047,Lakers,Warriors,2021,99,0.414,0.773,0.323,22,52,0
2021-10-11,12100039,Raptors,Rockets,2021,107,0.456,0.625,0.357,22,43,1
2021-10-11,12100040,Heat,Hornets,2021,104,0.419,0.667,0.333,23,46,1
2021-10-11,12100041,76ers,Nets,2021,115,0.494,0.56,0.361,25,41,1
2021-10-11,12100042,Grizzlies,Pistons,2021,127,0.464,0.88,0.375,26,54,1
2021-10-11,12100043,Jazz,Pelicans,2021,127,0.511,0.882,0.381,30,48,1
2021-10-11,12100044,Trail Blazers,Kings,2021,93,0.479,0.792,0.207,17,45,0
2021-10-11,12100045,Clippers,Timberwolves,2021,100,0.418,0.875,0.263,26,44,0
2021-10-10,12100035,Magic,Spurs,2021,100,0.463,0.75,0.444,23,38,0
2021-10-10,12100036,Cavaliers,Bulls,2021,101,0.477,0.476,0.292,32,42,0
2021-10-10,12100037,Bucks,Thunder,2021,130,0.543,0.615,0.541,32,55,1
2021-10-10,12100038,Lakers,Suns,2021,94,0.376,0.682,0.357,23,36,0
2021-10-09,12100032,Celtics,Raptors,2021,113,0.469,0.857,0.475,29,49,1
2021-10-09,12100033,Wizards,Knicks,2021,99,0.382,0.788,0.161,17,43,0
2021-10-09,12100034,Grizzlies,Hawks,2021,87,0.356,1,0.222,22,55,0
2021-10-08,12100025,Cavaliers,Pacers,2021,100,0.424,0.737,0.412,20,30,0
2021-10-08,12100026,Nets,Bucks,2021,119,0.506,0.727,0.385,27,37,1
2021-10-08,12100027,Bulls,Pelicans,2021,121,0.49,0.789,0.343,32,58,1
2021-10-08,12100028,Mavericks,Clippers,2021,122,0.469,0.694,0.212,35,60,1
2021-10-08,12100029,Spurs,Heat,2021,105,0.455,0.684,0.333,28,39,0
2021-10-08,12100030,Nuggets,Timberwolves,2021,112,0.413,0.714,0.362,35,51,0
2021-10-08,12100031,Warriors,Lakers,2021,121,0.454,0.722,0.357,30,42,1
2021-10-07,12100022,Hornets,Grizzlies,2021,98,0.364,0.842,0.244,25,36,0
2021-10-07,12100023,76ers,Raptors,2021,125,0.54,0.765,0.486,28,37,1
2021-10-07,12100024,Rockets,Heat,2021,106,0.409,0.697,0.297,22,49,0
2021-10-06,12100020,Suns,Lakers,2021,117,0.444,0.947,0.393,31,52,1
2021-10-06,12100015,Pistons,Spurs,2021,115,0.511,0.846,0.353,25,41,1
2021-10-06,12100016,Hawks,Cavaliers,2021,96,0.396,0.765,0.407,27,45,0
2021-10-06,12100017,Pelicans,Magic,2021,104,0.385,0.706,0.514,28,53,1
2021-10-06,12100018,Mavericks,Jazz,2021,111,0.473,0.7,0.367,25,54,1
2021-10-06,12100019,Warriors,Nuggets,2021,118,0.476,0.792,0.457,27,42,1
2021-10-06,12100021,Clippers,Kings,2021,98,0.38,0.76,0.257,19,56,0
2021-10-05,12100011,Knicks,Pacers,2021,125,0.465,0.917,0.297,26,49,1
2021-10-05,12100012,Bulls,Cavaliers,2021,131,0.468,0.722,0.432,36,57,1
2021-10-05,12100013,Rockets,Wizards,2021,125,0.512,0.595,0.395,24,48,1
2021-10-05,12100014,Grizzlies,Bucks,2021,87,0.467,0.8,0.31,22,42,1
2021-10-04,12100002,Raptors,76ers,2021,123,0.5,0.667,0.441,33,57,1
2021-10-04,12100003,Celtics,Magic,2021,98,0.352,0.87,0.35,19,51,1
2021-10-04,12100004,Heat,Hawks,2021,125,0.524,0.75,0.512,28,44,1
2021-10-04,12100005,Timberwolves,Pelicans,2021,117,0.457,0.773,0.326,30,49,1
2021-10-04,12100006,Thunder,Hornets,2021,97,0.384,0.696,0.319,21,43,0
2021-10-04,12100007,Spurs,Jazz,2021,111,0.465,0.76,0.353,22,60,1
2021-10-04,12100008,Trail Blazers,Warriors,2021,107,0.446,0.773,0.421,21,53,0
2021-10-04,12100009,Kings,Suns,2021,117,0.473,0.684,0.34,22,51,1
2021-10-04,12100010,Clippers,Nuggets,2021,103,0.432,0.76,0.333,26,52,1
2021-10-03,12100001,Lakers,Nets,2021,97,0.364,0.688,0.314,17,41,0
2021-07-20,42000406,Bucks,Suns,2020,105,0.451,0.862,0.222,20,53,1
2021-07-17,42000405,Suns,Bucks,2020,119,0.552,0.909,0.684,23,35,0
2021-07-14,42000404,Bucks,Suns,2020,109,0.402,0.828,0.241,22,48,1
2021-07-11,42000403,Bucks,Suns,2020,120,0.478,0.769,0.389,28,47,1
2021-07-08,42000402,Suns,Bucks,2020,118,0.489,0.857,0.5,26,43,1
2021-07-06,42000401,Suns,Bucks,2020,118,0.466,0.962,0.324,18,43,1
2021-07-03,42000306,Hawks,Bucks,2020,107,0.413,0.826,0.375,22,43,0
2021-07-01,42000305,Bucks,Hawks,2020,123,0.505,0.72,0.31,28,47,1
2021-06-30,42000316,Clippers,Suns,2020,103,0.418,0.781,0.308,18,32,0
2021-06-29,42000304,Hawks,Bucks,2020,110,0.506,0.846,0.342,26,43,1
2021-06-28,42000315,Suns,Clippers,2020,102,0.452,0.85,0.346,22,41,0
2021-06-27,42000303,Hawks,Bucks,2020,102,0.464,0.563,0.405,20,35,0
2021-06-26,42000314,Clippers,Suns,2020,80,0.325,0.656,0.161,13,51,0
2021-06-25,42000302,Bucks,Hawks,2020,125,0.521,0.625,0.366,29,47,1
2021-06-24,42000313,Clippers,Suns,2020,106,0.451,0.833,0.353,20,51,1
2021-06-23,42000301,Bucks,Hawks,2020,113,0.461,0.786,0.222,27,45,0
2021-06-22,42000312,Suns,Clippers,2020,104,0.5,0.889,0.231,24,39,1
2021-06-20,42000311,Suns,Clippers,2020,120,0.551,1,0.406,31,43,1
2021-06-20,42000207,76ers,Hawks,2020,96,0.425,0.76,0.321,26,48,0
2021-06-19,42000217,Nets,Bucks,2020,111,0.464,0.84,0.308,23,46,0
2021-06-18,42000206,Hawks,76ers,2020,99,0.413,0.542,0.323,19,47,0
2021-06-18,42000226,Clippers,Jazz,2020,131,0.565,0.882,0.513,27,33,1
2021-06-17,42000216,Bucks,Nets,2020,104,0.451,0.821,0.212,14,51,1
2021-06-16,42000205,76ers,Hawks,2020,106,0.467,0.605,0.433,20,44,0
