GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2014-02-08,Timberwolves,Trail Blazers,2013,110,0.412,0.735,0.294,17,50,117,0.482,0.763,0.348,28,47,0
2014-02-08,Bucks,Rockets,2013,95,0.444,0.818,0.4,26,47,101,0.494,0.692,0.333,23,38,0
2014-02-08,Suns,Warriors,2013,122,0.538,0.833,0.524,16,45,109,0.488,0.731,0.32,16,34,1
2014-02-08,Jazz,Heat,2013,94,0.486,0.632,0.4,23,41,89,0.433,0.8,0.304,19,32,1
2014-02-07,Pacers,Trail Blazers,2013,118,0.457,0.829,0.385,22,46,113,0.433,0.8,0.35,21,47,1
2014-02-07,Magic,Thunder,2013,103,0.475,0.846,0.417,25,36,102,0.507,0.947,0.455,25,34,1
2014-02-07,76ers,Lakers,2013,98,0.425,0.529,0.469,23,50,112,0.506,0.7,0.444,34,40,0
2014-02-07,Wizards,Cavaliers,2013,113,0.506,0.696,0.55,29,34,115,0.519,0.879,0.4,20,45,0
2014-02-07,Celtics,Kings,2013,99,0.455,0.667,0.409,24,52,89,0.356,0.917,0.333,17,47,1
2014-02-07,Pistons,Nets,2013,111,0.512,0.667,0.529,26,57,95,0.36,0.655,0.387,17,40,1
2014-02-07,Knicks,Nuggets,2013,117,0.565,0.714,0.393,23,43,90,0.421,0.731,0.269,12,34,1
2014-02-07,Mavericks,Jazz,2013,103,0.469,0.773,0.556,24,48,81,0.408,0.5,0.343,22,37,1
2014-02-07,Pelicans,Timberwolves,2013,98,0.481,0.75,0.533,20,38,91,0.373,0.838,0.222,14,44,1
2014-02-07,Clippers,Raptors,2013,118,0.507,0.685,0.375,25,45,105,0.4,0.75,0.269,22,44,1
2014-02-06,Nets,Spurs,2013,103,0.495,0.7,0.308,29,53,89,0.397,0.828,0.333,14,38,1
2014-02-06,Warriors,Bulls,2013,102,0.482,0.733,0.5,24,39,87,0.416,0.95,0.286,20,45,1
2014-02-05,Cavaliers,Lakers,2013,108,0.376,0.73,0.152,24,57,119,0.532,0.773,0.486,35,40,0
2014-02-05,76ers,Celtics,2013,108,0.447,0.85,0.333,27,47,114,0.488,0.727,0.421,27,48,0
2014-02-05,Wizards,Spurs,2013,118,0.436,0.781,0.313,19,49,125,0.49,0.8,0.321,30,53,0
2014-02-05,Magic,Pistons,2013,112,0.494,0.9,0.333,29,44,98,0.459,0.609,0.3,19,36,1
2014-02-05,Knicks,Trail Blazers,2013,90,0.4,0.7,0.19,18,48,94,0.38,0.788,0.381,17,49,0
2014-02-05,Rockets,Suns,2013,122,0.549,0.786,0.688,17,36,108,0.467,0.762,0.267,21,38,1
2014-02-05,Grizzlies,Mavericks,2013,96,0.536,0.727,0.375,24,32,110,0.538,0.72,0.444,24,35,0
2014-02-05,Pelicans,Hawks,2013,105,0.465,0.909,0.357,18,50,100,0.452,0.714,0.467,29,38,1
2014-02-05,Thunder,Timberwolves,2013,106,0.484,0.727,0.37,25,49,97,0.474,0.739,0.3,18,39,1
2014-02-05,Nuggets,Bucks,2013,110,0.464,0.846,0.435,22,48,100,0.379,0.677,0.438,22,49,1
2014-02-05,Kings,Raptors,2013,109,0.395,0.804,0.333,15,41,101,0.429,0.792,0.4,25,44,1
2014-02-05,Clippers,Heat,2013,112,0.43,0.738,0.28,26,52,116,0.526,0.808,0.419,33,31,0
2014-02-04,Hawks,Pacers,2013,85,0.434,0.8,0.28,26,38,89,0.459,0.8,0.278,20,40,0
2014-02-04,Timberwolves,Lakers,2013,109,0.446,0.711,0.471,28,53,99,0.418,0.885,0.476,25,38,1
2014-02-04,Suns,Bulls,2013,92,0.388,0.759,0.286,12,47,101,0.449,0.806,0.333,13,44,0
2014-02-04,Warriors,Hornets,2013,75,0.312,0.813,0.2,18,50,91,0.474,0.632,0.385,22,48,0
2014-02-03,Pacers,Magic,2013,98,0.422,0.824,0.32,21,52,79,0.398,0.6,0.438,21,38,1
2014-02-03,Wizards,Trail Blazers,2013,100,0.44,0.864,0.412,22,39,90,0.457,0.917,0.263,23,45,1
2014-02-03,Nets,76ers,2013,108,0.444,0.872,0.4,25,30,102,0.521,0.714,0.4,20,38,1
2014-02-03,Heat,Pistons,2013,102,0.459,0.81,0.35,24,44,96,0.41,0.759,0.333,19,51,1
2014-02-03,Bucks,Knicks,2013,101,0.444,0.857,0.611,20,44,98,0.436,0.625,0.441,17,40,1
2014-02-03,Pelicans,Spurs,2013,95,0.456,0.85,0.429,16,44,102,0.469,0.84,0.278,20,34,0
2014-02-03,Thunder,Grizzlies,2013,86,0.447,0.609,0.222,17,44,77,0.395,0.733,0.125,18,35,1
2014-02-03,Mavericks,Cavaliers,2013,124,0.55,0.923,0.462,30,45,107,0.463,0.758,0.333,21,31,1
2014-02-03,Nuggets,Clippers,2013,116,0.482,0.705,0.278,18,52,115,0.5,0.735,0.286,31,37,1
2014-02-03,Jazz,Raptors,2013,79,0.41,0.923,0.176,10,39,94,0.44,0.875,0.286,21,44,0
2014-02-03,Kings,Bulls,2013,99,0.522,0.735,0.25,18,53,70,0.282,0.647,0.2,17,30,1
2014-02-02,Celtics,Magic,2013,96,0.5,0.833,0.286,24,44,89,0.413,0.818,0.357,18,39,1
2014-02-01,Pacers,Nets,2013,97,0.425,0.865,0.2,17,46,96,0.442,0.913,0.304,15,27,1
2014-02-01,Wizards,Thunder,2013,96,0.461,0.667,0.333,28,43,81,0.397,0.882,0.167,19,46,1
2014-02-01,Hawks,Timberwolves,2013,120,0.467,0.833,0.391,30,48,113,0.44,0.846,0.375,25,46,1
2014-02-01,Pistons,76ers,2013,113,0.446,0.6,0.28,23,58,96,0.427,0.652,0.238,17,44,1
2014-02-01,Rockets,Cavaliers,2013,106,0.513,0.708,0.269,24,44,92,0.437,0.8,0.267,23,32,1
2014-02-01,Grizzlies,Bucks,2013,99,0.481,0.773,0.6,22,48,90,0.395,0.84,0.391,15,38,1
2014-02-01,Pelicans,Bulls,2013,88,0.475,0.8,0.444,22,32,79,0.386,0.667,0.188,20,42,1
2014-02-01,Spurs,Kings,2013,95,0.48,0.654,0.273,23,42,93,0.41,0.8,0.357,15,43,1
2014-02-01,Knicks,Heat,2013,91,0.493,0.609,0.423,14,33,106,0.539,0.667,0.348,18,34,0
2014-02-01,Suns,Hornets,2013,105,0.488,0.87,0.333,13,51,95,0.418,0.724,0.348,19,34,1
2014-02-01,Trail Blazers,Raptors,2013,106,0.461,0.8,0.444,20,42,103,0.46,0.68,0.3,27,38,1
2014-02-01,Clippers,Jazz,2013,102,0.514,0.649,0.167,25,45,87,0.358,0.679,0.333,19,42,1
2014-01-31,Magic,Bucks,2013,113,0.518,0.8,0.438,27,44,102,0.448,0.583,0.476,23,43,1
2014-01-31,76ers,Hawks,2013,99,0.368,0.784,0.273,19,46,125,0.506,0.794,0.5,36,46,0
2014-01-31,Timberwolves,Grizzlies,2013,90,0.464,0.857,0.273,18,46,94,0.475,0.636,0.333,19,38,0
2014-01-31,Nets,Thunder,2013,95,0.473,0.824,0.458,18,17,120,0.636,0.85,0.333,28,41,0
2014-01-31,Mavericks,Kings,2013,107,0.475,0.806,0.105,21,37,103,0.507,0.87,0.333,20,39,1
2014-01-31,Nuggets,Raptors,2013,90,0.45,0.714,0.381,27,49,100,0.435,0.9,0.381,24,40,0
2014-01-31,Lakers,Hornets,2013,100,0.387,0.815,0.231,23,41,110,0.523,0.727,0.182,28,49,0
2014-01-31,Jazz,Warriors,2013,90,0.479,0.81,0.333,18,42,95,0.375,0.792,0.385,17,43,0
2014-01-30,Pacers,Suns,2013,94,0.437,0.708,0.067,15,47,102,0.429,0.8,0.471,18,46,0
2014-01-30,Knicks,Cavaliers,2013,117,0.566,0.679,0.462,21,44,86,0.356,0.727,0.348,14,36,1
2014-01-30,Warriors,Clippers,2013,111,0.495,0.75,0.286,24,53,92,0.408,0.647,0.333,17,34,1
2014-01-29,Heat,Thunder,2013,95,0.514,0.818,0.158,20,37,112,0.513,0.737,0.593,23,34,0
2014-01-29,Raptors,Magic,2013,98,0.425,0.769,0.452,26,54,83,0.333,0.808,0.316,17,39,1
2014-01-29,Celtics,76ers,2013,94,0.368,0.767,0.368,20,59,95,0.43,0.56,0.333,26,40,0
2014-01-29,Bucks,Suns,2013,117,0.427,0.944,0.368,22,36,126,0.538,0.938,0.522,28,36,0
2014-01-29,Timberwolves,Pelicans,2013,88,0.402,0.72,0.2,23,50,77,0.354,0.739,0.095,12,48,1
2014-01-29,Mavericks,Rockets,2013,115,0.465,0.833,0.263,20,41,117,0.554,0.722,0.429,24,42,0
2014-01-29,Nuggets,Hornets,2013,98,0.39,0.846,0.321,20,43,101,0.423,0.714,0.357,18,53,0
2014-01-29,Spurs,Bulls,2013,86,0.465,0.938,0.385,16,31,96,0.446,0.783,0.333,21,39,0
2014-01-29,Kings,Grizzlies,2013,89,0.481,1,0.238,20,34,99,0.547,0.813,0.286,24,31,0
2014-01-29,Clippers,Wizards,2013,110,0.493,0.762,0.4,21,43,103,0.511,0.588,0.136,31,36,1
2014-01-28,Cavaliers,Pelicans,2013,89,0.413,0.63,0.4,22,35,100,0.527,0.783,0.308,27,41,0
2014-01-28,Pistons,Magic,2013,103,0.453,0.679,0.3,22,56,87,0.416,0.6,0.4,19,40,1
2014-01-28,Knicks,Celtics,2013,114,0.537,0.696,0.5,25,46,88,0.39,0.75,0.273,21,40,1
2014-01-28,Rockets,Spurs,2013,97,0.44,0.553,0.278,18,55,90,0.427,0.667,0.261,23,39,1
2014-01-28,Trail Blazers,Grizzlies,2013,81,0.345,0.773,0.167,18,40,98,0.518,0.6,0.462,24,46,0
2014-01-28,Warriors,Wizards,2013,85,0.375,0.783,0.304,19,47,88,0.378,0.667,0.455,20,56,0
2014-01-28,Lakers,Pacers,2013,92,0.394,0.813,0.208,24,50,104,0.424,0.556,0.238,23,63,0
2014-01-27,76ers,Suns,2013,113,0.46,0.962,0.4,23,37,124,0.538,0.829,0.45,25,42,0
2014-01-27,Nets,Raptors,2013,103,0.481,0.818,0.458,22,36,104,0.468,0.808,0.409,21,43,0
2014-01-27,Bulls,Timberwolves,2013,86,0.376,0.875,0.333,20,42,95,0.466,0.846,0.294,20,40,0
2014-01-27,Bucks,Clippers,2013,86,0.382,0.636,0.182,24,41,114,0.544,0.737,0.5,29,47,0
2014-01-27,Thunder,Hawks,2013,111,0.524,0.667,0.52,23,33,109,0.489,0.917,0.48,25,40,1
2014-01-27,Jazz,Kings,2013,106,0.4,0.66,0.35,20,54,99,0.411,0.769,0.227,15,55,1
2014-01-26,Heat,Spurs,2013,113,0.581,0.95,0.421,28,37,101,0.5,0.826,0.273,24,28,1
2014-01-26,Knicks,Lakers,2013,110,0.478,0.722,0.423,21,45,103,0.52,0.778,0.478,16,35,1
2014-01-26,Pelicans,Magic,2013,100,0.457,0.778,0.417,21,48,92,0.468,0.895,0.2,15,32,1
2014-01-26,Cavaliers,Suns,2013,90,0.395,0.708,0.313,23,43,99,0.415,0.786,0.333,23,50,0
2014-01-26,Celtics,Nets,2013,79,0.373,0.842,0.269,17,45,85,0.393,0.722,0.24,20,42,0
2014-01-26,Mavericks,Pistons,2013,116,0.581,0.821,0.333,23,39,106,0.473,0.571,0.308,18,41,1
2014-01-26,Warriors,Trail Blazers,2013,103,0.418,0.81,0.4,22,51,88,0.337,0.788,0.286,16,54,1
2014-01-26,Kings,Nuggets,2013,117,0.519,0.853,0.25,23,41,125,0.519,0.775,0.4,28,37,0
2014-01-25,Hornets,Bulls,2013,87,0.42,0.7,0.316,24,45,89,0.403,0.727,0.478,24,41,0
2014-01-25,Raptors,Clippers,2013,118,0.486,0.842,0.483,24,42,126,0.548,0.88,0.545,20,32,0
2014-01-25,76ers,Thunder,2013,91,0.378,0.704,0.148,22,44,103,0.526,0.76,0.19,23,44,0
2014-01-25,Grizzlies,Rockets,2013,99,0.466,0.714,0.368,23,52,81,0.37,0.706,0.281,14,38,1
2014-01-25,Bucks,Hawks,2013,87,0.463,0.462,0.238,23,39,112,0.526,0.76,0.5,26,35,0
2014-01-25,Nuggets,Pacers,2013,109,0.482,0.568,0.4,26,46,96,0.42,0.63,0.417,20,51,1
2014-01-25,Jazz,Wizards,2013,104,0.469,0.818,0.417,17,41,101,0.429,0.889,0.35,19,47,1
2014-01-25,Trail Blazers,Timberwolves,2013,115,0.484,0.792,0.25,26,50,104,0.427,0.864,0.409,24,40,1
2014-01-24,Magic,Lakers,2013,114,0.481,0.794,0.529,24,51,105,0.456,0.647,0.545,28,40,1
2014-01-24,76ers,Raptors,2013,95,0.427,0.813,0.3,23,42,104,0.476,0.727,0.4,28,53,0
2014-01-24,Hawks,Spurs,2013,79,0.382,0.704,0.154,18,36,105,0.488,0.706,0.611,26,54,0
2014-01-24,Celtics,Thunder,2013,83,0.427,0.737,0.185,24,32,101,0.538,0.769,0.385,24,45,0
2014-01-24,Nets,Mavericks,2013,107,0.507,0.821,0.37,24,35,106,0.436,0.848,0.5,22,43,1
2014-01-24,Cavaliers,Bucks,2013,93,0.42,0.652,0.286,28,52,78,0.405,0.786,0.292,20,34,1
2014-01-24,Pistons,Pelicans,2013,101,0.435,0.75,0.333,18,44,103,0.507,0.917,0.412,15,35,0
2014-01-24,Knicks,Hornets,2013,125,0.556,1,0.519,23,42,96,0.487,0.857,0.417,23,31,1
2014-01-24,Bulls,Clippers,2013,95,0.43,0.818,0.316,27,46,112,0.539,0.654,0.619,26,40,0
2014-01-24,Rockets,Grizzlies,2013,87,0.405,0.643,0.412,21,31,88,0.462,0.75,0.571,21,42,0
2014-01-24,Suns,Wizards,2013,95,0.479,0.8,0.318,19,30,101,0.453,0.739,0.375,22,44,0
2014-01-24,Kings,Pacers,2013,111,0.386,0.724,0.375,14,53,116,0.432,0.788,0.333,25,49,0
2014-01-24,Warriors,Timberwolves,2013,120,0.551,0.867,0.409,31,41,121,0.5,0.643,0.409,29,44,0
2014-01-23,Heat,Lakers,2013,109,0.577,0.478,0.4,25,48,102,0.455,0.619,0.36,21,35,1
2014-01-23,Trail Blazers,Nuggets,2013,110,0.432,0.882,0.222,29,40,105,0.494,0.85,0.435,27,35,1
2014-01-22,Hornets,Clippers,2013,95,0.464,0.6,0.333,22,41,91,0.433,0.778,0.231,24,43,1
2014-01-22,Cavaliers,Bulls,2013,87,0.375,0.722,0.421,23,41,98,0.529,0.778,0.476,24,43,0
2014-01-22,Magic,Hawks,2013,109,0.494,0.875,0.5,24,33,112,0.494,0.875,0.36,26,42,0
2014-01-22,Raptors,Mavericks,2013,93,0.421,0.688,0.304,20,40,85,0.466,0.714,0.35,22,33,1
2014-01-22,Wizards,Celtics,2013,111,0.447,0.741,0.318,23,50,113,0.461,0.696,0.441,21,42,0
2014-01-22,Knicks,76ers,2013,106,0.451,0.708,0.455,24,39,110,0.477,0.708,0.643,28,54,0
2014-01-22,Rockets,Kings,2013,119,0.478,0.625,0.258,29,55,98,0.395,0.6,0.4,19,42,1
2014-01-22,Bucks,Pistons,2013,104,0.488,0.636,0.296,29,45,101,0.429,0.735,0.267,21,40,1
2014-01-22,Spurs,Thunder,2013,105,0.533,0.682,0.455,25,30,111,0.542,0.688,0.556,21,38,0
2014-01-22,Suns,Pacers,2013,124,0.542,0.719,0.688,15,35,100,0.507,0.679,0.333,14,39,1
2014-01-21,Nets,Magic,2013,101,0.494,0.846,0.357,29,36,90,0.458,0.739,0.368,23,37,1
2014-01-21,Heat,Celtics,2013,93,0.514,0.75,0.25,22,33,86,0.393,0.833,0.185,17,46,1
2014-01-21,Pelicans,Kings,2013,97,0.478,0.684,0.455,18,35,114,0.512,0.677,0.429,25,46,0
2014-01-21,Thunder,Trail Blazers,2013,105,0.483,0.647,0.667,16,45,97,0.465,0.625,0.368,23,45,1
2014-01-21,Jazz,Timberwolves,2013,97,0.471,0.833,0.294,22,41,112,0.456,0.917,0.381,31,42,0
2014-01-20,Cavaliers,Mavericks,2013,97,0.407,0.788,0.217,21,46,102,0.458,0.786,0.2,22,39,0
2014-01-20,Pistons,Clippers,2013,103,0.506,0.724,0.143,17,30,112,0.556,0.622,0.429,27,44,0
2014-01-20,Hornets,Raptors,2013,100,0.492,0.818,0.563,28,40,95,0.411,0.7,0.345,19,51,1
2014-01-20,Wizards,76ers,2013,107,0.44,0.8,0.278,25,53,99,0.42,0.677,0.222,15,44,1
2014-01-20,Knicks,Nets,2013,80,0.338,0.649,0.32,13,45,103,0.493,0.75,0.368,25,45,0
2014-01-20,Grizzlies,Pelicans,2013,92,0.419,0.821,0.368,16,44,95,0.455,0.87,0.556,21,34,0
2014-01-20,Hawks,Heat,2013,121,0.519,0.926,0.387,33,38,114,0.487,0.821,0.455,28,37,1
2014-01-20,Bulls,Lakers,2013,102,0.382,0.708,0.333,26,55,100,0.422,0.846,0.32,22,47,1
2014-01-20,Rockets,Trail Blazers,2013,126,0.523,0.833,0.485,27,52,113,0.454,0.773,0.32,21,37,1
2014-01-20,Warriors,Pacers,2013,94,0.407,0.7,0.333,21,45,102,0.451,0.8,0.421,19,52,0
2014-01-19,Raptors,Lakers,2013,106,0.489,0.818,0.3,30,47,112,0.463,0.929,0.545,20,31,0
2014-01-19,Magic,Celtics,2013,93,0.423,0.806,0.267,20,49,91,0.367,0.917,0.231,16,46,1
2014-01-19,Thunder,Kings,2013,108,0.453,0.7,0.429,23,45,93,0.429,0.786,0.294,17,44,1
2014-01-19,Spurs,Bucks,2013,110,0.566,0.619,0.611,28,55,82,0.375,0.588,0.286,19,37,1
2014-01-19,Suns,Nuggets,2013,117,0.505,0.654,0.421,23,48,103,0.439,0.733,0.321,18,42,1
2014-01-18,Pacers,Clippers,2013,106,0.458,0.955,0.474,17,48,92,0.398,0.875,0.25,17,39,1
2014-01-18,Wizards,Pistons,2013,98,0.487,0.552,0.381,22,35,104,0.494,0.581,0.286,17,44,0
2014-01-18,Hornets,Heat,2013,96,0.48,0.739,0.412,31,34,104,0.494,0.655,0.333,16,43,0
2014-01-18,Bulls,76ers,2013,103,0.488,0.85,0.3,27,52,78,0.351,0.667,0.105,17,42,1
2014-01-18,Rockets,Bucks,2013,114,0.482,0.676,0.259,20,46,104,0.5,0.619,0.478,23,40,1
2014-01-18,Timberwolves,Jazz,2013,98,0.434,0.588,0.353,25,60,72,0.288,0.793,0.28,12,42,1
2014-01-18,Pelicans,Warriors,2013,87,0.386,0.75,0.182,18,47,97,0.44,0.895,0.273,17,43,0
2014-01-18,Mavericks,Trail Blazers,2013,111,0.467,0.8,0.389,15,30,127,0.511,0.929,0.346,26,55,0
2014-01-17,Knicks,Clippers,2013,95,0.349,0.833,0.304,20,55,109,0.423,0.833,0.267,17,44,0
2014-01-17,Magic,Hornets,2013,101,0.463,0.714,0.4,25,38,111,0.527,0.743,0.467,25,36,0
2014-01-17,76ers,Heat,2013,86,0.369,0.595,0.1,16,45,101,0.475,0.85,0.348,30,38,0
2014-01-17,Raptors,Timberwolves,2013,94,0.436,0.75,0.458,26,43,89,0.439,0.7,0.167,16,44,1
2014-01-17,Wizards,Bulls,2013,96,0.506,0.769,0.545,27,36,93,0.461,0.875,0.375,24,34,1
2014-01-17,Celtics,Lakers,2013,104,0.444,0.818,0.304,34,42,107,0.5,0.75,0.6,27,46,0
2014-01-17,Pistons,Jazz,2013,89,0.432,0.677,0.25,15,32,110,0.544,0.789,0.409,27,43,0
2014-01-17,Grizzlies,Kings,2013,91,0.462,0.722,0.353,18,37,90,0.407,0.826,0.455,17,43,1
2014-01-17,Spurs,Trail Blazers,2013,100,0.452,0.8,0.4,21,41,109,0.477,0.95,0.5,21,47,0
2014-01-17,Nuggets,Cavaliers,2013,109,0.435,0.789,0.378,28,41,117,0.477,0.8,0.313,21,49,0
2014-01-17,Suns,Mavericks,2013,107,0.452,0.762,0.318,19,47,110,0.53,0.684,0.375,22,44,0
2014-01-17,Thunder,Warriors,2013,127,0.58,0.727,0.409,23,41,121,0.524,0.559,0.593,22,33,1
2014-01-16,Hawks,Nets,2013,110,0.494,1,0.32,26,28,127,0.582,0.714,0.593,38,40,0
2014-01-16,Pacers,Knicks,2013,117,0.5,0.913,0.435,26,43,89,0.4,0.773,0.211,16,46,1
2014-01-16,Rockets,Thunder,2013,92,0.402,0.667,0.353,20,42,104,0.463,0.88,0.24,18,47,0
2014-01-15,Magic,Bulls,2013,125,0.51,0.813,0.231,24,52,128,0.425,0.87,0.364,31,59,0
2014-01-15,76ers,Hornets,2013,95,0.506,0.55,0.4,23,50,92,0.398,0.654,0.25,25,42,1
2014-01-15,Wizards,Heat,2013,114,0.547,0.846,0.455,30,41,97,0.44,0.941,0.28,22,35,1
2014-01-15,Celtics,Raptors,2013,88,0.345,0.722,0.235,22,58,83,0.385,0.48,0.458,22,44,1
2014-01-15,Bucks,Grizzlies,2013,77,0.378,0.75,0.3,22,51,82,0.402,0.611,0.25,20,43,0
2014-01-15,Timberwolves,Kings,2013,108,0.443,0.759,0.4,23,35,111,0.549,0.842,0.417,19,45,0
2014-01-15,Pelicans,Rockets,2013,100,0.455,0.759,0.4,19,44,103,0.514,0.61,0.308,18,38,0
2014-01-15,Spurs,Jazz,2013,109,0.538,0.889,0.438,29,34,105,0.494,0.684,0.5,23,43,1
2014-01-15,Suns,Lakers,2013,121,0.49,0.76,0.211,23,53,114,0.473,0.917,0.3,26,43,1
2014-01-15,Trail Blazers,Cavaliers,2013,108,0.477,0.765,0.407,27,48,96,0.438,0.667,0.261,17,42,1
2014-01-15,Warriors,Nuggets,2013,116,0.433,0.879,0.321,24,41,123,0.542,0.724,0.5,22,46,0
2014-01-15,Clippers,Mavericks,2013,129,0.506,0.757,0.5,34,38,127,0.526,0.619,0.48,37,47,1
2014-01-14,Hornets,Knicks,2013,108,0.507,0.788,0.429,21,37,98,0.481,0.778,0.353,21,32,1
2014-01-14,Pacers,Kings,2013,116,0.549,0.8,0.375,24,46,92,0.424,0.588,0.308,13,40,1
2014-01-14,Grizzlies,Thunder,2013,90,0.4,0.815,0.286,19,43,87,0.407,0.8,0.238,12,45,1
2014-01-14,Lakers,Cavaliers,2013,118,0.524,0.739,0.382,35,35,120,0.466,0.781,0.765,27,48,0
2014-01-13,Raptors,Bucks,2013,116,0.506,0.8,0.522,26,46,94,0.422,0.682,0.474,23,40,1
2014-01-13,Celtics,Rockets,2013,92,0.376,0.929,0.176,17,50,104,0.468,0.647,0.421,24,46,0
2014-01-13,Knicks,Suns,2013,98,0.432,0.778,0.35,11,53,96,0.355,0.821,0.233,14,49,1
2014-01-13,Bulls,Wizards,2013,88,0.43,0.579,0.429,25,42,102,0.52,0.607,0.389,25,40,0
2014-01-13,Pelicans,Spurs,2013,95,0.437,0.706,0.636,19,41,101,0.522,0.839,0.417,19,41,0
2014-01-13,Mavericks,Magic,2013,107,0.506,0.933,0.481,21,40,88,0.447,0.813,0.292,18,37,1
2014-01-13,Jazz,Nuggets,2013,118,0.557,0.759,0.444,22,42,103,0.44,0.629,0.269,16,39,1
2014-01-12,Kings,Cavaliers,2013,124,0.519,0.833,0.5,21,50,80,0.388,0.478,0.333,23,32,1
2014-01-12,Grizzlies,Hawks,2013,108,0.518,0.8,0.4,26,40,101,0.475,0.667,0.333,25,38,1
2014-01-12,Spurs,Timberwolves,2013,104,0.568,0.786,0.692,31,46,86,0.355,0.833,0.294,17,40,1
2014-01-11,Raptors,Nets,2013,96,0.405,0.75,0.44,16,49,80,0.4,0.667,0.32,14,39,1
2014-01-11,Wizards,Rockets,2013,107,0.421,0.71,0.263,24,47,114,0.521,0.714,0.444,22,43,0
2014-01-11,Pistons,Suns,2013,110,0.468,0.704,0.176,32,59,108,0.394,0.84,0.371,24,45,1
2014-01-11,76ers,Knicks,2013,92,0.462,0.714,0.263,22,38,102,0.476,0.783,0.333,26,39,0
2014-01-11,Bulls,Hornets,2013,103,0.469,0.808,0.429,26,46,97,0.468,0.95,0.364,18,34,1
2014-01-11,Thunder,Bucks,2013,101,0.407,0.778,0.4,24,58,85,0.395,0.643,0.387,22,40,1
2014-01-11,Mavericks,Pelicans,2013,110,0.448,0.867,0.407,20,30,107,0.481,0.806,0.421,22,48,1
2014-01-11,Nuggets,Magic,2013,120,0.506,0.769,0.429,30,50,94,0.44,0.696,0.2,23,40,1
2014-01-11,Trail Blazers,Celtics,2013,112,0.43,0.846,0.476,29,49,104,0.463,0.706,0.286,25,46,1
2014-01-10,Pacers,Wizards,2013,93,0.446,0.591,0.462,25,61,66,0.321,0.391,0.357,13,41,1
2014-01-10,76ers,Pistons,2013,104,0.432,0.7,0.333,23,42,114,0.426,0.697,0.367,24,62,0
2014-01-10,Hawks,Rockets,2013,83,0.372,0.909,0.281,25,40,80,0.414,0.727,0.316,15,44,1
2014-01-10,Grizzlies,Suns,2013,104,0.488,0.609,0.4,24,53,99,0.413,0.75,0.367,19,44,1
2014-01-10,Timberwolves,Hornets,2013,119,0.545,0.737,0.474,31,54,92,0.44,0.714,0.421,23,33,1
2014-01-10,Pelicans,Mavericks,2013,90,0.45,0.789,0.429,15,38,107,0.526,0.688,0.5,32,39,0
2014-01-10,Nets,Heat,2013,104,0.465,0.81,0.35,21,49,95,0.425,0.778,0.261,19,39,1
2014-01-10,Bucks,Bulls,2013,72,0.318,0.75,0.333,15,48,81,0.387,0.692,0.375,18,44,0
2014-01-10,Jazz,Cavaliers,2013,102,0.481,0.556,0.45,22,34,113,0.542,0.8,0.5,19,45,0
2014-01-10,Kings,Magic,2013,103,0.513,0.947,0.214,23,54,83,0.333,0.793,0.296,15,37,1
2014-01-10,Warriors,Celtics,2013,99,0.413,0.714,0.308,23,46,97,0.447,0.875,0.368,19,49,1
2014-01-10,Clippers,Lakers,2013,123,0.489,0.743,0.304,24,56,87,0.345,0.893,0.25,18,47,1
2014-01-09,Knicks,Heat,2013,102,0.537,0.5,0.375,25,43,92,0.544,0.524,0.333,20,32,1
2014-01-09,Nuggets,Thunder,2013,101,0.411,0.722,0.452,24,53,88,0.353,0.815,0.25,11,46,1
2014-01-08,Spurs,Mavericks,2013,112,0.526,0.885,0.45,25,55,90,0.419,0.625,0.368,20,32,1
2014-01-08,Raptors,Pistons,2013,112,0.407,0.912,0.355,25,55,91,0.395,0.543,0.25,20,47,1
2014-01-08,Hawks,Pacers,2013,97,0.453,0.864,0.435,27,34,87,0.402,0.889,0.333,19,46,1
2014-01-08,Nets,Warriors,2013,102,0.442,0.829,0.263,13,41,98,0.462,0.739,0.346,19,40,1
2014-01-08,Pelicans,Wizards,2013,96,0.449,0.815,0.308,23,37,102,0.475,0.615,0.476,24,46,0
2014-01-08,Rockets,Lakers,2013,113,0.453,0.56,0.25,18,52,99,0.409,0.8,0.292,20,47,1
2014-01-08,Timberwolves,Suns,2013,103,0.395,0.829,0.375,19,51,104,0.413,0.739,0.379,19,50,0
2014-01-08,Trail Blazers,Magic,2013,110,0.474,0.846,0.3,27,47,94,0.398,0.778,0.35,21,42,1
2014-01-08,Clippers,Celtics,2013,111,0.456,0.718,0.367,26,37,105,0.47,0.733,0.294,25,45,1
2014-01-07,Hornets,Wizards,2013,83,0.431,0.625,0.375,19,38,97,0.471,0.8,0.294,20,46,0
2014-01-07,Cavaliers,76ers,2013,111,0.494,0.556,0.464,29,58,93,0.395,0.778,0.211,21,38,1
2014-01-07,Pacers,Raptors,2013,86,0.427,0.808,0.091,17,53,79,0.37,0.778,0.263,18,36,1
2014-01-07,Heat,Pelicans,2013,107,0.513,0.783,0.333,24,39,88,0.468,0.765,0.333,18,41,1
2014-01-07,Knicks,Pistons,2013,89,0.407,0.7,0.346,24,38,85,0.372,0.783,0.158,19,54,1
